person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Valeria Niță,valerianiță,valerianiță@email.ro,8450431394626,1945-09-28,"Soseaua Toma Nr. 555 Bl. 13  Sc. 49 Ap. 501, Valea Mare (Babeni), 421252",0769 653 423,5e:97:96:8d:1c:c6,37.108.142.206,RO08MUEI8278605382689209,2025-06-18 17:21:48,35388,85,413,316736,6b874ad3-3966-4bfe-a6c1-ce8c45e1fca4
Florentin Mocanu,florentinmocanu,florentinmocanu@kappa.ro,4980307125973,2011-03-17,"Drumul Diaconu Nr. 70, Valenii de Munte, 706174",0757 430 037,b0:44:ba:fe:4f:28,19.250.85.210,RO24LGSG8148928736326673,2025-06-18 17:21:48,2556,279,691,841486,3b1a5f80-1357-4517-9ad2-06e79ad8d983
Ciprian Mazilescu,ciprianmazilescu,ciprianmazilescu@acasa.ro,3190628077717,2017-01-06,"Bulevardul Toma Nr. 576 Bl. 44  Sc. 96 Ap. 467, Siret, 719832",0265 050 909,c8:8d:2e:f4:5a:f0,174.27.73.250,RO06XNZU9618081110835148,2025-06-18 17:21:48,20734,627,761,447969,9fa0abdb-8c68-4a55-a4f7-2840c957d41b
Sofia Manole,sofiamanole,sofiamanole@acasa.ro,3980108041400,2005-06-22,"Aleea Victor Dochioiu Nr. 86, Timisoara, 442708",0761 830 291,66:38:09:6e:63:09,94.69.229.163,RO68VHUB1252336882350474,2025-06-18 17:21:48,9836,794,634,142000,4aec2af3-18c1-414e-991d-efabe01fb9f7
Rebeca Florea,rebecaflorea,rebecaflorea@gmail.com,7720127107785,1991-06-15,"Drumul Oprea, Sinaia, 210677",0735 012 343,04:ad:d3:6a:95:fb,173.124.82.51,RO21LWYI1932883002478181,2025-06-18 17:21:48,22503,754,602,544759,d8485b18-7187-4169-ab16-5201714afcd5
Tudor Gheorghiu,tudorgheorghiu,tudorgheorghiu@post.ro,3040529436724,1962-11-27,"Strada Ileana Ene Nr. 164 Bl. 54  Sc. 47 Ap. 693, Cudalbi, 914001",021 885 2928,c8:08:fd:ae:4b:43,97.36.148.99,RO40JROS2853257104574097,2025-06-18 17:21:48,1375,105,526,433301,3f49d92e-9275-4c0c-9574-a238f6333d29
Horia Stancu,horiastancu,horiastancu@acasa.ro,3840830440838,1961-08-25,"Soseaua Crin Nistor Nr. 362 Bl. 55  Sc. 20 Ap. 986, Hateg, 535816",0261 888 702,cc:d0:2c:14:ea:f1,33.190.129.195,RO10QVLB9040303327954046,2025-06-18 17:21:48,19739,380,27,582434,64b2926b-a8c8-4793-8095-0c052c7bd5cc
Cantemir Tomescu,cantemirtomescu,cantemirtomescu@email.ro,3980220417259,2010-12-23,"Bulevardul Dumitrescu Nr. 58 Bl. 20  Sc. 13 Ap. 906, Peris, 148573",0243 337 461,56:27:56:72:a2:d6,163.65.184.96,RO56NCQE5996733618962910,2025-06-18 17:21:48,33831,534,153,607220,4a7a59d5-dba0-4915-a2b8-57722a83487c
Tudor Mazilescu,tudormazilescu,tudormazilescu@email.ro,5990115090041,1934-09-25,"Bulevardul Dinu Nr. 247 Bl. 95  Sc. 98 Ap. 851, Mangalia, 847661",0788 911 180,44:54:f8:ab:aa:7a,183.37.142.171,RO28ONPN4008576859351569,2025-06-18 17:21:48,30750,870,175,1059627,ff1ecdc3-7b0e-4f1a-b708-7dbb9b21e543
Andrada Aanei,andradaaanei,andradaaanei@zzup.ro,6940231247148,1961-01-22,"Drumul Diaconescu Nr. 19 Bl. 76  Sc. 10 Ap. 544, Baile Borsa, 168957",0233 307 639,2a:ea:9f:26:ca:62,54.224.12.18,RO13HXBD1119968347451924,2025-06-18 17:21:48,32931,640,412,1091700,70697729-dabd-4f07-b399-38108b857753
Simina Nistor,siminanistor,siminanistor@gmail.com,2641116264271,1967-04-09,"Aleea Pușcașu Nr. 48, Tecuci, 388260",0737 562 959,b8:28:98:e3:ca:ce,150.28.51.232,RO65GZWZ9494385511247105,2025-06-18 17:21:48,12840,579,791,1552740,cf2cc0e6-ff45-489f-b9f9-70a846c58e7c
Mugur Gheorghiu,mugurgheorghiu,mugurgheorghiu@email.ro,8950228346314,1970-09-17,"Drumul Floare Albu Nr. 277 Bl. 93  Sc. 44 Ap. 693, Horodnic de Sus, 890775",0730 211 259,f4:e5:2a:9a:43:04,24.96.244.93,RO96EKYM1871643482523317,2025-06-18 17:21:48,24473,63,38,309836,1324cf46-df0a-4ae8-b440-f85ddef40717
Radu Niță,raduniță,raduniță@acasa.ro,5400718158396,1954-02-05,"Aleea Ioniță Nr. 667 Bl. 49  Sc. 81 Ap. 368, Piatra-Neamt, 532183",0267 798 405,1c:c1:31:d4:ed:95,146.251.93.245,RO91CNPD6779649091181007,2025-06-18 17:21:48,10726,148,297,1362955,663bb308-ac77-4d11-8a26-8721c48a2fc8
Cerasela Toma,ceraselatoma,ceraselatoma@zzup.ro,6861128292787,1937-11-14,"Bulevardul Voinea, Segarcea, 215582",0765 487 347,16:cc:84:49:91:d8,146.78.87.68,RO66RQEU8601421941997057,2025-06-18 17:21:48,19370,268,34,1854777,eecfc0e4-0fc6-4691-ae79-9dc95095e977
Eliana Cristea,elianacristea,elianacristea@kappa.ro,5010619125341,2016-02-21,"Soseaua Nistor Nr. 65, Hunedoara, 863210",021 315 7022,00:4d:8b:74:86:c8,76.196.173.44,RO65THXM3248820074891024,2025-06-18 17:21:48,22507,443,338,10329,82258b98-070c-4947-bf22-04ae8e793d53
Tudor Dinu,tudordinu,tudordinu@acasa.ro,6101204130660,1942-06-23,"Strada Tabacu Nr. 344 Bl. 89  Sc. 66 Ap. 357, Cumpana, 642622",0757 257 098,ba:da:31:07:39:86,97.35.240.57,RO80IMDQ1738137147417714,2025-06-18 17:21:48,5850,562,599,1871556,a0e92364-9e2f-44b9-af71-aa6e498971c2
Raul Ababei,raulababei,raulababei@email.ro,2540121388854,2006-03-28,"Strada Leana Dobre Nr. 56 Bl. 57  Sc. 49 Ap. 310, Zarnesti, 894574",0260 197 160,be:44:95:ae:0f:21,98.93.53.129,RO82TJNI9784330044896854,2025-06-18 17:21:48,31595,38,294,680951,0ec701c9-1ac3-4103-821f-a0d26cc97791
Cerasela Nistor,ceraselanistor,ceraselanistor@zzup.ro,6060210016095,1940-10-17,"Bulevardul Stoica Nr. 502 Bl. 85  Sc. 93 Ap. 493, Berceni, 358027",0246 864 408,68:e7:a2:65:9a:7f,22.28.105.142,RO60FXFF5099896591084451,2025-06-18 17:21:48,30908,409,229,1749490,831d4389-e20d-4944-9445-41543a5df094
Lidia Popescu,lidiapopescu,lidiapopescu@kappa.ro,1310501215171,1923-06-22,"Aleea Dumitrescu Nr. 764, Calarasi, 937016",0739 358 961,68:41:b9:ba:d1:68,154.210.25.51,RO58HKFA8548267891236447,2025-06-18 17:21:48,14501,835,671,1322022,66d773dd-d676-4e47-a0cf-7de7b39f3297
Cezar Oprea,cezaroprea,cezaroprea@141.ro,6130327522880,1911-11-21,"Bulevardul Nemeș Nr. 930 Bl. 65  Sc. 33 Ap. 785, Motru, 995961",0753 320 430,f4:1d:d2:e8:9d:f4,137.128.194.209,RO20NXXE1693646775088289,2025-06-18 17:21:48,8324,840,757,223748,c9ec5acd-d398-4602-a837-be4cae2f5d88
Cecilia Oprea,ceciliaoprea,ceciliaoprea@gmail.com,7130909521430,1919-08-29,"Aleea Niță Nr. 72 Bl. 95  Sc. 32 Ap. 299, Anina, 486608",0738 564 018,68:71:24:f5:f3:ef,86.77.162.31,RO20SMNL7357751063678096,2025-06-18 17:21:48,18671,469,19,238448,e67ac47f-1ed1-4324-9661-3cbcf7f33f10
Albert Eftimie,alberteftimie,alberteftimie@zzup.ro,7531010404845,1964-03-30,"Drumul Georgiana Stănescu Nr. 26, Tasnad, 195862",0759 778 340,62:78:2e:45:7c:c3,199.233.70.176,RO81QDWL6028804862695341,2025-06-18 17:21:48,6500,492,471,1424531,24e544ab-46d1-4fb6-9b64-2bbe8d8ca552
Mina Tomescu,minatomescu,minatomescu@acasa.ro,7700410243159,1939-02-18,"Bulevardul Popescu Nr. 51 Bl. 29  Sc. 35 Ap. 469, Radauti, 262222",0722 449 660,5a:c6:b7:40:76:42,125.29.199.149,RO72FZLJ2535419670855122,2025-06-18 17:21:48,28135,769,443,567565,5f7ca439-7276-4ad3-b150-772a9befdf69
Savina Manole,savinamanole,savinamanole@acasa.ro,7120626428520,2010-10-14,"Intrarea Pușcașu Nr. 26, Straja, 983150",0265 318 149,86:70:78:20:a8:cb,196.191.76.39,RO37HUUJ7019557074141655,2025-06-18 17:21:48,26556,243,577,795087,af7fb1b6-4ec7-4a6f-ab8b-6a000227f83b
Ancuța Voinea,ancuțavoinea,ancuțavoinea@kappa.ro,7120607155840,1926-09-29,"Bulevardul Popa, Vatra Dornei, 271738",0264 803 150,02:3d:94:54:af:f9,52.102.232.196,RO26JDOQ3290813400481741,2025-06-18 17:21:48,22266,257,48,1686528,18e6ca8d-26f5-4e47-8933-c8ab87792362
Carol Dima,caroldima,caroldima@141.ro,7801010409005,1998-07-03,"Bulevardul Pop Nr. 777 Bl. 52  Sc. 38 Ap. 496, Cernavoda, 241808",0261 303 701,20:bd:6e:45:9e:31,223.134.158.22,RO83RCEM8446324913644577,2025-06-18 17:21:48,17110,139,197,19140,d213bf6f-80ba-4a14-896a-3b1cc8f41813
Lili Ene,liliene,liliene@acasa.ro,7660520459035,1987-04-14,"Drumul Nistor Nr. 159, Stei, 404700",0788 145 592,f4:45:96:38:46:f3,191.85.92.252,RO43XVBT2713142908207417,2025-06-18 17:21:48,11377,35,198,324037,8a75694f-d58a-4232-a3fa-2c7e5213cf3a
Teofil Pușcașu,teofilpușcașu,teofilpușcașu@kappa.ro,8931211346437,1967-04-30,"Strada Diaconescu Nr. 23, Targu Secuiesc, 427778",0258 669 212,24:d1:f9:7c:ea:e7,181.220.19.102,RO35APOM0475733175291318,2025-06-18 17:21:48,15363,976,569,1133709,94ba3e7a-ecff-4510-aba9-c0d6a66e4a59
Daciana Ardelean,dacianaardelean,dacianaardelean@kappa.ro,7640320193159,1956-11-10,"Soseaua Stănescu Nr. 43, Rovinari, 201443",0262 747 447,ee:81:ed:37:33:5d,96.127.98.200,RO36YZVH2875808916332661,2025-06-18 17:21:48,10699,918,16,1116786,418d97a8-d80c-4e7d-b25e-f48d23d48914
Bartolomeu Ababei,bartolomeuababei,bartolomeuababei@acasa.ro,4051223381595,1999-12-28,"Soseaua Georgescu Nr. 296, Tarnaveni, 459053",0729 424 383,66:c1:b9:67:37:a8,215.151.29.213,RO48PKWX6184029933531112,2025-06-18 17:21:48,5126,534,479,146760,fe6fb7e0-8211-40f8-b998-ca10ee7646aa
Benone Stan,benonestan,benonestan@post.ro,3670218158521,1980-02-09,"Bulevardul Ene, Cudalbi, 455571",0738 576 530,02:63:55:43:8f:d7,21.56.47.28,RO27RGHH2335552073311452,2025-06-18 17:21:48,24435,257,569,1874440,ae1cd523-9b1a-49e2-87bd-7525c431394c
Elena Stănescu,elenastănescu,elenastănescu@acasa.ro,7571124294596,1994-12-22,"Aleea Pop Nr. 192, Rosu, 620779",0750 386 015,72:f1:8f:8d:52:fd,65.223.200.203,RO47JGCD3946370760889150,2025-06-18 17:21:48,9092,143,436,1713147,8ab75752-59d6-4bf9-84c2-1d00fdefa638
Simina Nemeș,siminanemeș,siminanemeș@141.ro,4520722520531,1941-03-30,"Aleea Ardelean, Voluntari, 358012",0265 751 058,76:41:e0:29:30:29,6.255.128.204,RO78ECMP4483584472973739,2025-06-18 17:21:48,25004,111,194,1174406,327af0af-3516-4358-8285-dba94de1fae6
Vera Stănescu,verastănescu,verastănescu@141.ro,6651024232358,1914-05-01,"Aleea Popa Nr. 878 Bl. 61  Sc. 15 Ap. 597, Pipera (Voluntari), 355711",0757 116 436,62:1f:8d:80:9a:0a,44.130.77.185,RO66LZNU5024949808425560,2025-06-18 17:21:48,6456,589,171,887325,410030e4-4244-412b-96e2-3eaff208a6e7
Silvia Diaconescu,silviadiaconescu,silviadiaconescu@zzup.ro,1360228387582,1958-01-27,"Soseaua Nidia Dinu Nr. 325, Cisnadie, 295979",0244 958 842,b0:b0:82:44:33:c8,77.65.169.143,RO17FOOX6394850693072248,2025-06-18 17:21:48,11184,108,273,800267,befb7fc7-7daa-4db0-8c93-1522d63c53b1
Alistar Dobre,alistardobre,alistardobre@gmail.com,3391211203915,1960-07-29,"Aleea Georgescu Nr. 50, Rasnov Romacril, 362084",0770 394 830,8e:bb:a6:7c:54:e4,8.80.174.120,RO50JHIX5256269440602963,2025-06-18 17:21:48,28924,942,169,565448,dd7eb667-d211-421b-af85-9f9cdc4de300
Luciana Marin,lucianamarin,lucianamarin@post.ro,4650230033729,1985-04-26,"Intrarea Marin Nr. 32 Bl. 71  Sc. 22 Ap. 809, Amara, 487410",0763 464 843,94:cb:86:e7:ae:ee,172.162.141.1,RO41VLAB8836001979877911,2025-06-18 17:21:48,29942,160,513,1867523,aa7d9f94-71bb-4453-a278-41d9eae083af
Axinte Suciu,axintesuciu,axintesuciu@email.ro,5560921123642,2005-12-19,"Aleea Tabacu Nr. 34, Otelu Rosu, 169670",021 826 0543,1c:d8:c4:06:82:a2,40.34.65.127,RO22KZWQ4277823638581949,2025-06-18 17:21:48,22102,638,319,1073693,4171d856-bfe7-42a7-b679-e300552b76cc
Dinu Tabacu,dinutabacu,dinutabacu@zzup.ro,5500115181674,1984-04-03,"Aleea Manole Nr. 83 Bl. 72  Sc. 36 Ap. 301, Valea Mare (Babeni), 710868",0784 880 621,a0:e0:cf:cb:a5:55,20.122.235.132,RO13DIGR0459941548271650,2025-06-18 17:21:48,27379,985,706,424472,050a6d2c-a1ea-40c1-bddd-130910f98464
Liana Georgescu,lianageorgescu,lianageorgescu@post.ro,1340701076493,1991-09-16,"Aleea Stoica, Turnu Magurele, 764199",0770 889 990,a0:c4:85:29:69:6d,76.154.233.45,RO70QXDQ7360419501991585,2025-06-18 17:21:48,28691,241,617,457801,752b2dc1-421d-4ae6-aaca-d1edb9c029b1
Ionuț Eftimie,ionuțeftimie,ionuțeftimie@zzup.ro,1151201226056,1986-10-06,"Bulevardul Nicoleta Suciu, Braila, 114680",0772 330 913,a6:40:b9:5c:00:f3,207.220.218.108,RO06PZSD3914677097053060,2025-06-18 17:21:48,33886,777,564,1581185,11007a3a-7e9f-4dbe-893e-c449f1702e9f
Romulus Ionescu,romulusionescu,romulusionescu@141.ro,7071219529053,2005-11-06,"Intrarea Georgian Stănescu Nr. 99, Lupeni, 560300",0723 742 980,78:c4:3e:9a:ec:6b,107.29.126.90,RO29HAQV9497638144063021,2025-06-18 17:21:48,697,183,436,78806,5fa5f6ee-eda8-4102-aa59-e4838085e8cf
Olga Dima,olgadima,olgadima@acasa.ro,1910204010660,1926-10-25,"Soseaua Stănescu, Maieru, 632116",0754 661 595,20:68:f2:67:64:1c,136.240.137.187,RO38ZNNO7530430032802853,2025-06-18 17:21:48,1660,0,626,1094596,ec5d2177-e71b-42c9-bf7f-4d986252b462
Betina Mocanu,betinamocanu,betinamocanu@acasa.ro,1950815351115,1958-01-31,"Bulevardul Catrina Dima Nr. 92 Bl. 26  Sc. 45 Ap. 139, Avrig, 127511",0788 133 664,52:78:16:ce:c7:1b,212.52.93.30,RO50JOEF7631522026992926,2025-06-18 17:21:48,25110,257,416,949983,af96e7e6-2426-4052-83d3-12e31c1922fd
Eremia Cristea,eremiacristea,eremiacristea@kappa.ro,6490126419812,1935-08-08,"Bulevardul Stan Nr. 66, Cernavoda, 302133",0244 686 329,f2:59:99:2a:94:79,137.126.179.41,RO53CFWR5474153859009653,2025-06-18 17:21:48,32285,872,335,1174866,f288b00d-18b5-45cc-a3bd-5d51f58c82f4
Horațiu Toma,horațiutoma,horațiutoma@acasa.ro,3430902026114,1931-06-02,"Aleea Dochioiu Nr. 443 Bl. 85  Sc. 94 Ap. 714, Darabani, 549042",0238 860 017,a8:1a:e7:c0:20:5b,125.94.217.125,RO47DBGB8396325853258261,2025-06-18 17:21:48,15745,339,390,703141,1a7a41c2-7bbb-40e0-8e8e-b313fc8daf65
Demetra Marin,demetramarin,demetramarin@141.ro,3851205039171,1929-02-10,"Aleea Cristea Nr. 93 Bl. 51  Sc. 10 Ap. 310, Galati, 570468",0757 062 134,e8:39:01:81:a6:b0,110.172.135.164,RO21NIMZ9628959291772583,2025-06-18 17:21:48,27622,416,213,1839302,1c40eeae-6328-4a8f-98a8-6dbde0c8c9c9
